agegroup,gender,region,cancer,value,year
70-,F,Flemish,Bone and articular cartilage of limbs,1,2015
70-,F,Flemish,"Bone and articular cartilage, NOS",5,2015
70-,F,Flemish,Malignant melanoma of skin,93,2015
70-,F,Flemish,Malignant neoplasms of skin,187,2015
70-,F,Flemish,Mesothelioma,4,2015
70-,F,Flemish,Kaposi's sarcoma,-,2015
70-,F,Flemish,Soft tissues,12,2015
70-,F,Flemish,Retroperitoneum and peritoneum,6,2015
70-,F,Flemish,Breast,539,2015
70-,F,Flemish,Vulva,7,2015
70-,F,Flemish,Vagina,1,2015
70-,F,Flemish,Cervix uteri,25,2015
70-,F,Flemish,Corpus uteri,140,2015
70-,F,Flemish,Uterus,-,2015
70-,F,Flemish,Ovary,72,2015
70-,F,Flemish,"Female genital organs, NOS",14,2015
70-,F,Flemish,Placenta,-,2015
70-,F,Flemish,Kidney,49,2015
70-,F,Flemish,Renal pelvis,7,2015
70-,F,Flemish,Ureter,4,2015
70-,F,Flemish,Bladder,35,2015
70-,F,Flemish,"Urinary organs, NOS",-,2015
70-,F,Flemish,Eye and adnexa,6,2015
70-,F,Flemish,Meninges,-,2015
70-,F,Flemish,Brain,12,2015
70-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
70-,F,Flemish,Thyroid gland,23,2015
70-,F,Flemish,Adrenal gland,1,2015
70-,F,Flemish,"Endocrine glands, NOS",-,2015
70-,F,Flemish,Hodgkin's disease,8,2015
70-,F,Flemish,Non-Hodgkin-lymphoma,57,2015
70-,F,Flemish,Malignant immunoproliferative diseases,12,2015
70-,F,Flemish,Multiple myeloma,26,2015
70-,F,Flemish,Lymphoid leukaemia,25,2015
70-,F,Flemish,Myeloid leukaemia,16,2015
70-,F,Flemish,Monocytic leukaemia,6,2015
70-,F,Flemish,Leukaemia other,-,2015
70-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
70-,F,Flemish,Other and ill-defined sites,-,2015
70-,F,Flemish,Unknown primary site,27,2015
70-,F,Flemish,Myeloproliferative Disorders,35,2015
70-,F,Flemish,Myelodysplastic syndromes,26,2015
75-,F,Flemish,Lip,-,2015
75-,F,Flemish,Base of tongue,-,2015
75-,F,Flemish,Tongue,7,2015
75-,F,Flemish,Gum,3,2015
75-,F,Flemish,Floor of mouth,1,2015
75-,F,Flemish,Palate,2,2015
75-,F,Flemish,"Mouth, NOS",1,2015
75-,F,Flemish,Parotid gland,4,2015
75-,F,Flemish,"Salivary glands, NOS",1,2015
75-,F,Flemish,Tonsil,2,2015
75-,F,Flemish,Oropharynx,2,2015
75-,F,Flemish,Nasopharynx,-,2015
75-,F,Flemish,Pyriform sinus,-,2015
75-,F,Flemish,Hypopharynx,-,2015
75-,F,Flemish,"Lip, oral cavity and pharynx, NOS",2,2015
75-,F,Flemish,Oesophagus,27,2015
75-,F,Flemish,Stomach,58,2015
75-,F,Flemish,Small intestine,10,2015
75-,F,Flemish,Colon,270,2015
75-,F,Flemish,Rectosigmoid junction,6,2015
75-,F,Flemish,Rectum,78,2015
75-,F,Flemish,Anus and anal canal,4,2015
75-,F,Flemish,Liver and intrahepatic bile ducts,23,2015
75-,F,Flemish,Gallbladder,3,2015
75-,F,Flemish,"Biliary tract, NOS",16,2015
75-,F,Flemish,Pancreas,87,2015
75-,F,Flemish,Other ill-defined digestive organs,-,2015
75-,F,Flemish,Nasal cavity and middle ear,1,2015
75-,F,Flemish,Accessory sinuses,2,2015
75-,F,Flemish,Larynx,4,2015
75-,F,Flemish,Trachea,-,2015
75-,F,Flemish,Bronchus and lung,175,2015
75-,F,Flemish,Thymus,1,2015
75-,F,Flemish,"Heart, mediastinum and pleura",1,2015
75-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
75-,F,Flemish,Bone and articular cartilage of limbs,-,2015
75-,F,Flemish,"Bone and articular cartilage, NOS",-,2015
75-,F,Flemish,Malignant melanoma of skin,80,2015
75-,F,Flemish,Malignant neoplasms of skin,272,2015
75-,F,Flemish,Mesothelioma,3,2015
75-,F,Flemish,Kaposi's sarcoma,1,2015
75-,F,Flemish,Soft tissues,13,2015
75-,F,Flemish,Retroperitoneum and peritoneum,2,2015
75-,F,Flemish,Breast,574,2015
75-,F,Flemish,Vulva,16,2015
75-,F,Flemish,Vagina,3,2015
75-,F,Flemish,Cervix uteri,14,2015
75-,F,Flemish,Corpus uteri,124,2015
75-,F,Flemish,Uterus,1,2015
75-,F,Flemish,Ovary,70,2015
75-,F,Flemish,"Female genital organs, NOS",10,2015
75-,F,Flemish,Placenta,-,2015
75-,F,Flemish,Kidney,62,2015
75-,F,Flemish,Renal pelvis,8,2015
75-,F,Flemish,Ureter,7,2015
75-,F,Flemish,Bladder,45,2015
75-,F,Flemish,"Urinary organs, NOS",3,2015
75-,F,Flemish,Eye and adnexa,4,2015
75-,F,Flemish,Meninges,1,2015
75-,F,Flemish,Brain,15,2015
75-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
75-,F,Flemish,Thyroid gland,18,2015
75-,F,Flemish,Adrenal gland,4,2015
75-,F,Flemish,"Endocrine glands, NOS",-,2015
75-,F,Flemish,Hodgkin's disease,5,2015
75-,F,Flemish,Non-Hodgkin-lymphoma,81,2015
75-,F,Flemish,Malignant immunoproliferative diseases,9,2015
75-,F,Flemish,Multiple myeloma,39,2015
75-,F,Flemish,Lymphoid leukaemia,48,2015
75-,F,Flemish,Myeloid leukaemia,13,2015
75-,F,Flemish,Monocytic leukaemia,5,2015
75-,F,Flemish,Leukaemia other,-,2015
75-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
75-,F,Flemish,Other and ill-defined sites,1,2015
75-,F,Flemish,Unknown primary site,37,2015
75-,F,Flemish,Myeloproliferative Disorders,37,2015
75-,F,Flemish,Myelodysplastic syndromes,28,2015
80-,F,Flemish,Lip,4,2015
80-,F,Flemish,Base of tongue,2,2015
80-,F,Flemish,Tongue,4,2015
80-,F,Flemish,Gum,2,2015
80-,F,Flemish,Floor of mouth,1,2015
80-,F,Flemish,Palate,1,2015
80-,F,Flemish,"Mouth, NOS",3,2015
80-,F,Flemish,Parotid gland,4,2015
80-,F,Flemish,"Salivary glands, NOS",1,2015
80-,F,Flemish,Tonsil,2,2015
80-,F,Flemish,Oropharynx,2,2015
80-,F,Flemish,Nasopharynx,1,2015
80-,F,Flemish,Pyriform sinus,-,2015
80-,F,Flemish,Hypopharynx,-,2015
80-,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
80-,F,Flemish,Oesophagus,18,2015
80-,F,Flemish,Stomach,50,2015
80-,F,Flemish,Small intestine,8,2015
80-,F,Flemish,Colon,294,2015
80-,F,Flemish,Rectosigmoid junction,3,2015
80-,F,Flemish,Rectum,73,2015
80-,F,Flemish,Anus and anal canal,7,2015
80-,F,Flemish,Liver and intrahepatic bile ducts,22,2015
80-,F,Flemish,Gallbladder,7,2015
80-,F,Flemish,"Biliary tract, NOS",17,2015
80-,F,Flemish,Pancreas,72,2015
80-,F,Flemish,Other ill-defined digestive organs,-,2015
80-,F,Flemish,Nasal cavity and middle ear,-,2015
80-,F,Flemish,Accessory sinuses,-,2015
80-,F,Flemish,Larynx,3,2015
80-,F,Flemish,Trachea,-,2015
80-,F,Flemish,Bronchus and lung,147,2015
80-,F,Flemish,Thymus,-,2015
80-,F,Flemish,"Heart, mediastinum and pleura",1,2015
80-,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
80-,F,Flemish,Bone and articular cartilage of limbs,1,2015
80-,F,Flemish,"Bone and articular cartilage, NOS",1,2015
80-,F,Flemish,Malignant melanoma of skin,70,2015
80-,F,Flemish,Malignant neoplasms of skin,308,2015
80-,F,Flemish,Mesothelioma,5,2015
80-,F,Flemish,Kaposi's sarcoma,-,2015
80-,F,Flemish,Soft tissues,15,2015
80-,F,Flemish,Retroperitoneum and peritoneum,4,2015
80-,F,Flemish,Breast,487,2015
80-,F,Flemish,Vulva,16,2015
80-,F,Flemish,Vagina,1,2015
80-,F,Flemish,Cervix uteri,15,2015
80-,F,Flemish,Corpus uteri,86,2015
80-,F,Flemish,Uterus,-,2015
80-,F,Flemish,Ovary,53,2015
80-,F,Flemish,"Female genital organs, NOS",4,2015
80-,F,Flemish,Placenta,-,2015
80-,F,Flemish,Kidney,51,2015
80-,F,Flemish,Renal pelvis,10,2015
80-,F,Flemish,Ureter,6,2015
80-,F,Flemish,Bladder,57,2015
80-,F,Flemish,"Urinary organs, NOS",2,2015
80-,F,Flemish,Eye and adnexa,3,2015
80-,F,Flemish,Meninges,-,2015
80-,F,Flemish,Brain,16,2015
80-,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
80-,F,Flemish,Thyroid gland,11,2015
80-,F,Flemish,Adrenal gland,1,2015
80-,F,Flemish,"Endocrine glands, NOS",-,2015
80-,F,Flemish,Hodgkin's disease,1,2015
80-,F,Flemish,Non-Hodgkin-lymphoma,75,2015
80-,F,Flemish,Malignant immunoproliferative diseases,10,2015
80-,F,Flemish,Multiple myeloma,32,2015
80-,F,Flemish,Lymphoid leukaemia,37,2015
80-,F,Flemish,Myeloid leukaemia,22,2015
80-,F,Flemish,Monocytic leukaemia,9,2015
80-,F,Flemish,Leukaemia other,2,2015
80-,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
80-,F,Flemish,Other and ill-defined sites,1,2015
80-,F,Flemish,Unknown primary site,47,2015
80-,F,Flemish,Myeloproliferative Disorders,31,2015
80-,F,Flemish,Myelodysplastic syndromes,42,2015
85+,F,Flemish,Lip,4,2015
85+,F,Flemish,Base of tongue,-,2015
85+,F,Flemish,Tongue,5,2015
85+,F,Flemish,Gum,3,2015
85+,F,Flemish,Floor of mouth,4,2015
85+,F,Flemish,Palate,-,2015
85+,F,Flemish,"Mouth, NOS",-,2015
85+,F,Flemish,Parotid gland,1,2015
85+,F,Flemish,"Salivary glands, NOS",1,2015
85+,F,Flemish,Tonsil,3,2015
85+,F,Flemish,Oropharynx,-,2015
85+,F,Flemish,Nasopharynx,-,2015
85+,F,Flemish,Pyriform sinus,3,2015
85+,F,Flemish,Hypopharynx,-,2015
85+,F,Flemish,"Lip, oral cavity and pharynx, NOS",-,2015
85+,F,Flemish,Oesophagus,21,2015
85+,F,Flemish,Stomach,77,2015
85+,F,Flemish,Small intestine,12,2015
85+,F,Flemish,Colon,328,2015
85+,F,Flemish,Rectosigmoid junction,2,2015
85+,F,Flemish,Rectum,65,2015
85+,F,Flemish,Anus and anal canal,8,2015
85+,F,Flemish,Liver and intrahepatic bile ducts,10,2015
85+,F,Flemish,Gallbladder,6,2015
85+,F,Flemish,"Biliary tract, NOS",16,2015
85+,F,Flemish,Pancreas,58,2015
85+,F,Flemish,Other ill-defined digestive organs,-,2015
85+,F,Flemish,Nasal cavity and middle ear,1,2015
85+,F,Flemish,Accessory sinuses,4,2015
85+,F,Flemish,Larynx,5,2015
85+,F,Flemish,Trachea,1,2015
85+,F,Flemish,Bronchus and lung,80,2015
85+,F,Flemish,Thymus,-,2015
85+,F,Flemish,"Heart, mediastinum and pleura",2,2015
85+,F,Flemish,"Respiratory system and intrathoracic organs, NOS",-,2015
85+,F,Flemish,Bone and articular cartilage of limbs,-,2015
85+,F,Flemish,"Bone and articular cartilage, NOS",-,2015
85+,F,Flemish,Malignant melanoma of skin,55,2015
85+,F,Flemish,Malignant neoplasms of skin,490,2015
85+,F,Flemish,Mesothelioma,8,2015
85+,F,Flemish,Kaposi's sarcoma,2,2015
85+,F,Flemish,Soft tissues,9,2015
85+,F,Flemish,Retroperitoneum and peritoneum,2,2015
85+,F,Flemish,Breast,425,2015
85+,F,Flemish,Vulva,18,2015
85+,F,Flemish,Vagina,3,2015
85+,F,Flemish,Cervix uteri,17,2015
85+,F,Flemish,Corpus uteri,76,2015
85+,F,Flemish,Uterus,-,2015
85+,F,Flemish,Ovary,44,2015
85+,F,Flemish,"Female genital organs, NOS",8,2015
85+,F,Flemish,Placenta,-,2015
85+,F,Flemish,Kidney,28,2015
85+,F,Flemish,Renal pelvis,8,2015
85+,F,Flemish,Ureter,6,2015
85+,F,Flemish,Bladder,75,2015
85+,F,Flemish,"Urinary organs, NOS",1,2015
85+,F,Flemish,Eye and adnexa,5,2015
85+,F,Flemish,Meninges,-,2015
85+,F,Flemish,Brain,10,2015
85+,F,Flemish,"Spinal cord, cranial nerves and CNS, NOS",-,2015
85+,F,Flemish,Thyroid gland,5,2015
85+,F,Flemish,Adrenal gland,-,2015
85+,F,Flemish,"Endocrine glands, NOS",-,2015
85+,F,Flemish,Hodgkin's disease,1,2015
85+,F,Flemish,Non-Hodgkin-lymphoma,70,2015
85+,F,Flemish,Malignant immunoproliferative diseases,9,2015
85+,F,Flemish,Multiple myeloma,21,2015
85+,F,Flemish,Lymphoid leukaemia,25,2015
85+,F,Flemish,Myeloid leukaemia,18,2015
85+,F,Flemish,Monocytic leukaemia,2,2015
85+,F,Flemish,Leukaemia other,1,2015
85+,F,Flemish,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
85+,F,Flemish,Other and ill-defined sites,-,2015
85+,F,Flemish,Unknown primary site,44,2015
85+,F,Flemish,Myeloproliferative Disorders,37,2015
85+,F,Flemish,Myelodysplastic syndromes,33,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,2,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,6,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,2,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,8,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,3,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,4,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,-,2015
00-,F,Flemish,,1,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
00-,F,Flemish,,,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,2,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,3,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,7,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,1,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,-,2015
05-,F,Flemish,,2,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
05-,F,Flemish,,,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,3,2015
10-,F,Flemish,,2,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,2,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,2,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,4,2015
10-,F,Flemish,,6,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,4,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,1,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,2,2015
10-,F,Flemish,,-,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
10-,F,Flemish,,,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,5,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,9,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,1,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,13,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,3,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,7,2015
15-,F,Flemish,,3,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,-,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
15-,F,Flemish,,,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,5,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,5,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,4,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,19,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,4,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,4,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,9,2015
20-,F,Flemish,,8,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,3,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,1,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,-,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
20-,F,Flemish,,,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,5,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,2,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,-,2015
25-,F,Flemish,,3,2015
25-,F,Flemish,,-,2015
